path	bytes	class	risk	reason
tmp/logfare-fresh-sweep	65	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-server.log	64	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-subgoals2	50	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tmp-ttl-sweep-last-run.txt	49	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/search-input-escape-cancel-test-results-canonical	45	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-console.txt	43	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/m2.md	38	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seamhunt-audit-components.txt	37	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-gaps.out	37	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/cline-worker-VERIFIED.md	37	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/termuxapi-apkname.txt	34	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-probe.md	34	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/child-checksum2.txt	33	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-e2e4.log	30	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-infron-laguna21free-report.md	30	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/grad-cloudflare-mistral31-report.md	29	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lm-probe-minimaxm3.txt	21	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lm-probe-v4flash0731.txt	20	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/cap-qwen.txt	18	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lm-probe-v4flash.txt	16	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lm-probe-qwen35b.txt	16	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lm-probe-kimik3.txt	15	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lm-probe-v4pro.txt	14	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-store-seam-PRECOUNT.txt	13	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/3d-family-sweep-b-exit.txt	12	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-journey-full-20260813.exit	8	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-journey-full-20260813-final.exit	8	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fullgate2-tsc.log	8	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fullgate-tsc.log	8	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tsc-verify2.log	7	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/tsc-verify.log	7	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-tsc.log	7	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-tsc-final.log	7	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vision-probe-answer.txt	6	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/validator-k1.md	6	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/gate-delta2.pid	6	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-server.pid	5	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worktrees	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/visual-qa-reels	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-journey-recommend	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-contention-20260817	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-canonical-browser-check-20260811	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-browser-proof-20260811	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/project-audit-20260809	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-startup-mcp-wave-20260809	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-loop-guard-verification-20260811	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-mobile-copy-20260812	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/focus-readability-contract	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-test-server.out.log	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-list-models.err	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-rg-css-selectors.txt	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/du-legacy-folders.txt	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/cline-pass-router-stream-smoke.stdout.log	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_h2_err.txt	0	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
